Company Name,Executive First Name,Executive Last Name,Address,City,State,ZIP Code,Record Type,Longitude,Latitude,Primary NAICS Description,Primary SIC Description
Family Health Ctr Of Sd,Ricardo,Roman,823 Gateway Center Way,San Diego,CA,92102,Verified,-117.11341,32.715415,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Family Wellness Ctr Inc,,,7872 Walker St # 110,La Palma,CA,90623,Verified,-118.036791,33.847918,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
"Fernandez, Rebecca R",Rebecca R,Fernandez,7171 N Millbrook Ave # 102,Fresno,CA,93720,Verified,-119.765236,36.839723,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Foundations Psychological Svc,,,1912 Lincoln Ave,San Jose,CA,95125,Verified,-121.891488,37.295729,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Franklin & Assoc,,,411 30th St # 102,Oakland,CA,94609,Verified,-122.264972,37.818855,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Frazier Mountain Comm,Alex,Regis,704 Lebec Rd,Lebec,CA,93243,Verified,-118.873442,34.84426,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Fremont Psychiatric Medical,George,David,1999 Mowry Ave # 2b,Fremont,CA,94538,Verified,-121.981971,37.558401,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Genomic Health,Ginger L,Graham,701 Galveston Dr,Redwood City,CA,94063,Verified,-122.216888,37.498395,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Golden Hills Psychiatry,,,1037 Suncast Ln # 100,El Dorado Hills,CA,95762,Verified,-121.070412,38.636037,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Greenville Rancheria,Rachel,Radcliffe,1425 Montgomery Rd,Red Bluff,CA,96080,Verified,-122.225471,40.157631,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Hansen Family Health Ctr,,,215 W Beamer St,Woodland,CA,95695,Verified,-121.794726,38.684815,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Health Care Svc Inc,Lorraine,Owens,73345 Highway 111 # 203b,Palm Desert,CA,92260,Verified,-116.385082,33.720641,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Health Quest Solutions,,,1753 S Hill St,Los Angeles,CA,90015,Verified,-118.265676,34.033395,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Henrietta Memorial Child Clnc,Kevin,Earnest,2001 N Chester Ave,Bakersfield,CA,93308,Verified,-119.021583,35.42447,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Heritage Clinic,Patricia,Gonzalez,155 N Occidental Blvd,Los Angeles,CA,90026,Verified,-118.27963,34.072165,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
High Desert Medical Group,Rafeal,Gonzalez,43839 15th St W,Lancaster,CA,93534,Verified,-118.1581,34.678583,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Home Base,,,411 30th St # 514,Oakland,CA,94609,Verified,-122.264972,37.818855,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Inland Behavioral & Health Svc,Temetry A,Lindsey,1070 E Ramsey St # C,Banning,CA,92220,Verified,-116.864665,33.92498,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Inland Family Cmnty Health Ctr,,,665 N D St,San Bernardino,CA,92401,Verified,-117.291266,34.111568,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Insight Telepsychiatry,,,179 Iris Blossom Ct,San Jose,CA,95123,Verified,-121.814298,37.25299,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Integrated Treatmeant Svc,,,3741 Stocker St,View Park,CA,90008,Verified,-118.338635,34.006488,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Joy Of Wellness LLC,,,13701 Riverside Dr,Sherman Oaks,CA,91423,Verified,-118.432015,34.157938,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Kaiser Permanente Psyctry Ctr,Valerie,Rausch,5225 Canyon Crest Dr # 103,Riverside,CA,92507,Verified,-117.331262,33.956095,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Kaiser Permanente Sn Jose,Shannon B,Michelson,5755 Cottle Rd # 4,San Jose,CA,95123,Verified,-121.804085,37.247232,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Kings County Mental Health Svc,Steve,Emery,228 E Kings St,Avenal,CA,93204,Verified,-120.135352,36.002344,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Kinship Center North Clinic,Inna,Liu,233 S Quintana Dr,Anaheim,CA,92807,Verified,-117.775193,33.851095,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Kohut Psychiatric Assoc,Joann,Kohut,1800 Medical Center Dr # 300,San Bernardino,CA,92411,Verified,-117.322934,34.131814,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
LA Clinica,Elizabeth,Zeja,1501 Fruitvale Ave,Oakland,CA,94601,Verified,-122.225416,37.779083,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
LA Familia Counseling Ctr,Rachel,Rios,5523 34th St,Sacramento,CA,95820,Verified,-121.469844,38.526639,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Lake Family Resource Ctr,Gloria,Flaherty,5350 Main St,Kelseyville,CA,95451,Verified,-122.832196,38.976152,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Little Lake Health Ctr,Becky,Driscoll,45 Hazel St,Willits,CA,95490,Verified,-123.352238,39.400109,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Livity Treatment Ctr,Erin,Patterson,7200 Fair Oaks Blvd # 100,Carmichael,CA,95608,Verified,-121.327625,38.631718,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Los Angeles County Mental Hlth,Herbert,Anderson Jr,10605 Balboa Blvd # 100,Granada Hills,CA,91344,Verified,-118.50271,34.263396,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Lotus Collaborative,Elizabeth,Esalen,1610 Union St,San Francisco,CA,94123,Verified,-122.425801,37.798366,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Manghera Michael Lcsw,Michael,Manghera,200 W Bullard Ave,Clovis,CA,93612,Verified,-119.714055,36.822456,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Mare Island VA Outpatient,,,201 Walnut Ave,Vallejo,CA,94592,Verified,-122.275804,38.097882,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Martinez Arts Outpatient Clnc,Hadi,Janbakhsh,150 Muir Rd,Martinez,CA,94553,Verified,-122.115705,37.993962,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Mary Deyo Psyd,Mary,Deyo,25 Western Ave,Petaluma,CA,94952,Verified,-122.640909,38.233681,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Medication Management Clinic,Kim,Terry,401 Parnassus Ave,San Francisco,CA,94143,Verified,-122.456887,37.76358,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Mission City Community Network,Scheela,Mohammed,4842 Hollywood Blvd,Los Angeles,CA,90027,Verified,-118.29526,34.101714,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Mission Family Therapy,,,601 University Ave,Sacramento,CA,95825,Verified,-121.419924,38.568431,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Mission Treatment Svc Inc,Katherine,Williams,161 N Date St,Escondido,CA,92025,Verified,-117.070535,33.126475,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Morrow Lenton,,,4378 Auburn Blvd # 100,Sacramento,CA,95841,Verified,-121.361393,38.645074,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
National Psychiatric Care,Rachel,Zioulas,650 S 5th St,San Jose,CA,95112,Verified,-121.87862,37.328427,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
New Origins,Ronald,Honn,101 E Redlands Blvd # 200,Redlands,CA,92373,Verified,-117.180652,34.058313,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Pacific Bay TMS,Andrew,Krompier,5401 Norris Canyon Rd # 314,San Ramon,CA,94583,Verified,-121.95803,37.777249,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Pacific Clinics,Gina,Perez,12921 Ramona Blvd # F,Baldwin Park,CA,91706,Verified,-117.990006,34.079571,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Pacific Clinics,,,3569 Lexington Ave,El Monte,CA,91731,Verified,-118.039622,34.074442,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Pacific Clinics,Valerie,Romero,9864 Baldwin Pl,El Monte,CA,91731,Verified,-118.054268,34.070307,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Pacific Clinics,,,1151 W 6th St,Los Angeles,CA,90017,Verified,-118.263425,34.054951,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Pacific Clinics,,,1395 E Orange Grove Blvd,Pasadena,CA,91104,Verified,-118.121761,34.158193,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Pacific Clinics,,,717 N Hill Ave,Pasadena,CA,91104,Verified,-118.121502,34.158427,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Pacific Clinics,Mauricio,Cruz,1501 S Riverside Ave,Rialto,CA,92376,Verified,-117.369128,34.073546,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Pacific Clinics,Terry,Gock,9353 Valley Blvd # C,Rosemead,CA,91770,Verified,-118.065443,34.081705,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Pacific Clinics,Pablo,Anabalon,11721 Telegraph Rd # A,Santa Fe Springs,CA,90670,Verified,-118.083068,33.94685,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Pacific Clinics,Viola,Gaffney,1517 W Garvey Ave N,West Covina,CA,91790,Verified,-117.938658,34.073523,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Pacific Clinics,Mauricio,Cruz,56020 Santa Fe Trl # M,Yucca Valley,CA,92284,Verified,-116.442082,34.11962,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Pacific Clinics Latina Youth,Maria,Martin,11741 Telegraph Rd # G,Santa Fe Springs,CA,90670,Verified,-118.082828,33.946111,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Pacific Clinics Mental Health,Peggy,Baddin,1460 N Lake Ave # 101,Pasadena,CA,91104,Verified,-118.131747,34.171026,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Pacific Health Systems LP,Patricia,Lemere,1908 Sweetwater Rd,National City,CA,91950,Verified,-117.078819,32.660371,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Pacific Neuropsychiatric Spec,Alejandro,Alva,3151 Airway Ave # T3,Costa Mesa,CA,92626,Verified,-117.872257,33.677906,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Palo Alto VA Mc,Lisa,Duncan,80 Great Oaks Blvd,San Jose,CA,95119,Verified,-121.777187,37.234312,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Park Psychiatry LLC,,,9301 Wilshire Blvd # 204,Beverly Hills,CA,90210,Verified,-118.394668,34.067344,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Park Psychiatry LLC,Esther,Park,23141 Moulton Pkwy # 213,Laguna Hills,CA,92653,Verified,-117.732101,33.626479,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Pasadena Anxiety & O C D,,,4 E Holly St,Pasadena,CA,91103,Verified,-118.15046,34.147612,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Pathways To Wellness Clinic,Neisha,Becton,1700 Broadway # 5th,Oakland,CA,94612,Verified,-122.269403,37.806708,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Pcsd,Rita K,Mccrerey-Vogel,4700 Spring St # 220,La Mesa,CA,91942,Verified,-117.021385,32.764264,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Promesa Behavioral Health,Arlene,Vargas,1415 W Barstow Ave,Fresno,CA,93711,Verified,-119.817703,36.815299,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Promesa Behavioral Health,,,1853 E Niles Ave,Fresno,CA,93720,Verified,-119.749754,36.854764,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Promesa Behavioral Health,Arlene,Vargas,1942 E Niles Ave,Fresno,CA,93720,Verified,-119.748077,36.855204,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Promesa Behavioral Health,Mary,Krahn,4291 N Millbrook Ave,Fresno,CA,93726,Verified,-119.763733,36.795742,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Prysys Psychology Group Inc,Tom,Horvath,8950 Villa LA Jolla Dr # B214,La Jolla,CA,92037,Verified,-117.234734,32.870865,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Psychiatric Center Of Sn Diego,Robin,Alldis,1061 Tierra Del Rey # 200,Chula Vista,CA,91910,Verified,-117.015546,32.638388,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Psychiatric Wellness Ctr Psych,,,8329 Brimhall Rd # 800-804,Bakersfield,CA,93312,Verified,-119.095699,35.366761,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Ravenswood Dispensary,,,1842 Bay Rd,East Palo Alto,CA,94303,Verified,-122.133653,37.472116,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Redding VA Outpatient Clinic,Celeste,Clark,351 Hartnell Ave,Redding,CA,96002,Verified,-122.367073,40.565277,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Redwood Children's Svc Inc,Camille,Schraeder,350 E Gobbi St,Ukiah,CA,95482,Verified,-123.202025,39.14458,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Redwood Community Svc,Charity,Newfield,750 Old Lucerne Rd,Upper Lake,CA,95485,Verified,-122.901778,39.164364,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Relief Acupuncture,Jenick,Toomassian,700 E Colorado St,Glendale,CA,91205,Verified,-118.246653,34.142463,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
River Oak,Laurie,Clothier,9412 Big Horn Blvd # 6,Elk Grove,CA,95758,Verified,-121.407957,38.41578,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Russian River Health Ctr,Roni,Delucchi,16319 3rd St,Guerneville,CA,95446,Verified,-122.994552,38.502921,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
S S G Mental Health Unit,,,420 S San Pedro St,Los Angeles,CA,90013,Verified,-118.242647,34.044858,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Sacramento VA Mental Health,,,10535 Hospital Way,Rancho Cordova,CA,95655,Verified,-121.296544,38.572745,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
San Diego Psychoanalytic Scty,Michelle,Blancett,4455 Morena Blvd # 202,San Diego,CA,92117,Verified,-117.222905,32.819294,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Santa Clarita Vly Mental Hlth,Michelle,Majors,23501 Cinema Dr # 210,Valencia,CA,91355,Verified,-118.546125,34.42093,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Satori Health Licensed Clinic,,,1805 E Fir Ave # 107,Fresno,CA,93720,Verified,-119.749794,36.838739,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Scripps Clinic,,,5405 Morehouse Dr # 100,San Diego,CA,92121,Verified,-117.200948,32.893303,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Sharper Future,,,851 Del Mar Ave,San Jose,CA,95128,Verified,-121.9308,37.31159,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Sierra Child & Family Svc,Barry,Harwell,4250 Fowler Ln # 204,Diamond Springs,CA,95619,Verified,-120.813519,38.693732,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Sierra Child & Family Svc,Barry,Harwell,601 Court St # 100,Jackson,CA,95642,Verified,-120.770742,38.352247,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Slyan Clinical Corp,,,1260 N Dutton Ave,Santa Rosa,CA,95401,Verified,-122.732056,38.449186,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
South Bay Guidance Ctr,Mary,Wheeler,835 Third Ave # C,Chula Vista,CA,91911,Verified,-117.071923,32.623171,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
South Coast Behavioral Health,Charles,Mc Phail,3151 Airway Ave # T2,Costa Mesa,CA,92626,Verified,-117.872257,33.677906,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
South Coast Psychological Ctr,,,980 Roosevelt # 240,Irvine,CA,92620,Verified,-117.765492,33.69361,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Southern California Counseling,Gail,Wilburn,5615 W Pico Blvd,Los Angeles,CA,90019,Verified,-118.360421,34.050266,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Spring Valley Counseling,,,8788 Jamacha Rd,Spring Valley,CA,91977,Verified,-117.009841,32.715327,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Stanislaus Phf,,,1904 Richland Ave,Ceres,CA,95307,Verified,-120.963023,37.600432,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Synergy Clinical Ctr,Karina,Campbell,1908 Sweetwater Rd,National City,CA,91950,Verified,-117.078819,32.660371,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Telecare,Ed,Bienkowski,12440 Firestone Blvd # 3020,Norwalk,CA,90650,Verified,-118.068477,33.90477,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Telecare,,,2020 Iowa Ave # 101,Riverside,CA,92507,Verified,-117.337989,33.992995,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Telecare Discoveries,,,9901 Artesia Blvd,Bellflower,CA,90706,Verified,-118.122821,33.875126,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Tenderloin Outpatient Clinic,Cindy,Gyori,815 Hyde St # 100,San Francisco,CA,94109,Verified,-122.417256,37.788505,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Teri Wright Ph D,,,2101 N Main St # D,Santa Ana,CA,92706,Verified,-117.867123,33.763981,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Tessie Clevelord Community Svc,Moses,Chadwick,8019 Compton Ave,Los Angeles,CA,90001,Verified,-118.247725,33.966445,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Therapeutic Designs,,,355 W Las Palmas Ave,Patterson,CA,95363,Verified,-121.131976,37.470989,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Tlcs Inc,Paul,Powell,650 Howe Ave # 400,Sacramento,CA,95825,Verified,-121.414559,38.577258,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Transitions Mental Health Assn,,,7125 Santa Ysabel Ave,Atascadero,CA,93422,Verified,-120.662178,35.487083,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Transitions-Mental Health Assn,Frank,Ricceri,117 W Tunnell St,Santa Maria,CA,93458,Verified,-120.436609,34.957785,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
Trumpet Behavioral Health,,,564 S Dora St # E,Ukiah,CA,95482,Verified,-123.212137,39.145613,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
U C Davis Medical Group,Becky,Mackey,2230 Stockton Blvd,Sacramento,CA,95817,Verified,-121.459193,38.555507,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
UCLA Behavioral Health Outpat,,,300 Westwood Plz # 1100,Los Angeles,CA,90095,Verified,-118.444854,34.069414,Freestanding Ambulatory Surgical & Emergency Ctrs,Clinics
